procedure id,#instructions,#samples,inYara?,4abb20f92c04e1118e356936f36359620e998de7,60a5b825c197a8788b8934c31e7453bd9a87e452,8a189f0c6a69efeaed1916860a0ff74e424563f6
0b703e3f6c03dec57cab3e5a5c19a640,27,3,True,0x11760,0x10bf0,0x109c0
0bbacbef36ae7e544092cfa5d77cf761,52,3,True,0x20ac0,0x1fde0,0x1fbb0
0bf3b64aa40fb1542e876ed2833b183e,194,2,True,-,0x7010,0x6de0
0c2dd02f2ef0f472cdb727bbc1968f86,12,3,False,0x2df10,0x2d230,0x2d000
0cf5e96872e0bee03f0bad8eb8f98bab,84,3,True,0x3f290,0x3e560,0x3e2b8
0d4513b8e6fd3700f9adb24bc99b6cdd,439,3,True,0x1a5c0,0x198e0,0x196b0
0d48839227cd1d04408aa833f0878fe4,49,3,False,0x34d84,0x340a4,0x33e54
0db8c4207b2c65e9fd8dc528dab70fdf,61,3,False,0x1b930,0x1ac50,0x1aa20
0e0653a52bd3ddb5f270305cff1fc2c1,18,3,True,0x1cc30,0x1bf50,0x1bd20
0eb4e6cdb3740e2b9537d819194ef172,79,1,False,0xe10,-,-
0fe39749d4f11a508f483b5de1f19e59,35,3,True,0x36990,0x35c94,0x35a44
107e4f1df54d35ce2917ae3008850c93,32,2,True,-,0x74e0,0x72b0
108801a4d408053055f873c2ec1c98c1,30,3,False,0x10360,0xf7f0,0xf5c0
10fc26d7cdd1cb2fbc182cbf40804dc9,25,3,True,0x12570,0x11a00,0x117d0
1133c39f7f3defe7b5d231ec37c69eeb,78,3,True,0xd8d0,0xcd60,0xcb30
114347f39a0138e89a09a76ce9a14640,8,3,False,0x3f0d8,0x3e368,0x3e0c0
11b7e842c0a03ff529e0654a234ccc28,91,3,True,0x35314,0x34694,0x34444
1249fb580b4e6790cbd471b0afc9304f,24,3,True,0x3a6ec,0x39204,0x38f3c
12c405d7451eb823231d04d519f8ebba,303,1,False,0x290,-,-
12c4d6d676b89bd1a4f25ea4fe626f98,56,3,True,0x6060,0x5e70,0x5c40
12cc62fe40fe59b3515dc875e53164a7,172,3,True,0x3ec68,0x3def8,0x3dc50
12e592f460027bb442996f28a8bae007,55,3,True,0x13ad0,0x12f60,0x12d30
1316e0a3fc9611770b8510be14213dbc,36,3,False,0x1afd0,0x1a2f0,0x1a0c0
14011e30151838e3156da7777f6db8ab,19,2,True,-,0x5020,0x4df0
142fe2754fbdcbb53c144a0099725e7f,32,2,True,-,0x7470,0x7240
14d2f86feafb1b9596d18cec7bb97b99,13,3,False,0x3881c,0x379d0,0x37708
15358c72ac0a6b479f4e67de9b304b02,54,3,False,0x1b040,0x1a360,0x1a130
156eeb0234aa14dfff858ca278b2eb17,76,3,True,0x3d3e4,0x3c008,0x3bd60
161f7228f73ca3e49e8cd9d08d6ce95b,26,3,False,0x1f6e0,0x1ea00,0x1e7d0
163ee7d48faec941489bad23440fd859,42,3,False,0x3ac40,0x3988c,0x395c4
167f7c26f953cf148f8eb3d0101cc71e,44,3,True,0xd9c0,0xce50,0xcc20
171810eaeb4f9b59b2e38768d682a191,18,3,False,0x27b00,0x26e20,0x26bf0
1728dcdb86e8054554acefbc4d8baa51,16,3,False,0x880,0x310,0x310
17fed8ac1a25eea63a2a50ae045883e6,20,2,False,-,0x1d0,0x1d0
180a565eab4548adbe44f434704d2843,41,3,True,0x34ba2,0x33ea2,0x33c72
1828cb6fdb987c36be6c72e68cd73e01,69,3,False,0x3d7d0,0x3c3f4,0x3c14c
1854d2187bbdc59951b958fe6e076cd2,63,3,True,0xe8b0,0xdd40,0xdb10
18f3aa56de1f4ff513145d04dd55798d,36,1,False,-,0xea0,-
19019cb2ff20a74ad635a1da1e89200d,64,3,True,0x1c0c0,0x1b3e0,0x1b1b0
19460f424fc76a96bfffd9b7b46f15c6,94,3,False,0x363c4,0x356c8,0x35478
197be5f459c7a7213ef2d697f02d9b6f,51,3,True,0x29580,0x288a0,0x28670
1aff5482b9c2c6c8ade8902de4db41c4,5,1,False,0x16a00,-,-
1b7a66b7bc4a22b4d4c0e4cfdd6b3c66,10,3,False,0x3543c,0x347bc,0x3456c
1bbd76045c80f109f473574c043de4fc,86,3,False,0x34c90,0x33fb0,0x33d60
1c001e17321e9a52075d7c8bdf654d89,47,3,True,0xd610,0xcaa0,0xc870
1c0ff38fc6876cdbbce7c640560460fe,67,3,True,0x123c0,0x11850,0x11620
1c198ead5380c2f208750aac5b0c0380,238,3,True,0x17800,0x16b20,0x168f0
1ca4b8a21269e16dc5da6221f684b922,39,1,False,0x5a00,-,-
1ced8ab375005081015232d3574e408b,14,3,False,0x23670,0x22990,0x22760
1d26bfc750d890dcef504feefb17e42e,17,3,False,0x29b80,0x28ea0,0x28c70
1d327f3fc8e623fdb7a686b1c561b9fb,27,3,False,0x16bd0,0x15ef0,0x15cc0
1d4db050c37061bf15a95477b965e634,66,1,False,-,0x9250,-
1e0ff502fef13bb459460cb439b4226c,38,2,True,-,0x5190,0x4f60
1e10442727f1ba7d3463f3642dfbee8d,24,3,True,0xd880,0xcd10,0xcae0
1e3de25120d8b413374d37af144f9a7a,22,3,False,0x236a0,0x229c0,0x22790
1ea8abb2eac75a0bafee0cb95fa61835,232,1,False,-,0x33d0,-
1ef56adc72132892d8fbe823ce6dcedd,82,3,False,0x37348,0x364fc,0x36234
1f4e11353ddb3a7c8a231d9133db49d6,21,3,False,0x374f0,0x366a4,0x363dc
1f7a439c1e91d974d7407954ca29bc5d,25,3,False,0x27bd0,0x26ef0,0x26cc0
1f7e711fd745d3d9680fb8be5c0505ce,22,3,True,0x11f50,0x113e0,0x111b0
1ffcd969e2b0eb8da49684496ef63b67,43,3,False,0x21a60,0x20d80,0x20b50
200fd0991937aaf374b38abdf28b296e,15,3,False,0x3f758,0x3ea28,0x3e780
2037c12a63a9c1e52eb680094c65df9e,57,3,False,0x3a82c,0x39344,0x3907c
20848acb35173b0b7eb800bc723ec1a0,11,3,False,0x39484,0x382d4,0x3800c
20bf9cc8d4631561ecdd5147f528dea4,26,3,True,0x110,0x110,0x110
20e3d314b5cb36c8dbe7439bbc373cce,68,3,True,0x1eb50,0x1de70,0x1dc40
214cfadd7de99ac75977eb81a3dbebcb,485,3,True,0x3e200,0x3ce24,0x3cb7c
228b5010201479e7da2d15400d303ee8,123,3,True,0x13d60,0x131f0,0x12fc0
22a8c5fc6eb33ce26fb10d2ae21aec49,98,3,True,0x8500,0x6630,0x6400
240959cc423879182f9ffb4096ae35c7,22,3,False,0x21970,0x20c90,0x20a60
2505124e54e31c9dcd265b8abf117228,26,3,False,0x12070,0x11500,0x112d0
2523cba55ab10cb7567aa87b75f72a18,84,3,False,0x1b1c0,0x1a4e0,0x1a2b0
25d7ecf4a2293705a840c9acead6fb06,26,2,False,-,0x7420,0x71f0
2611c957cb864718f0c72883dff35e77,25,3,False,0xa130,0x9630,0x9400
2662ff3f8335a89c3b1aca979b189f31,160,3,True,0x26f50,0x26270,0x26040
266b1dd0813333e797f26404c75202ef,233,3,True,0x33690,0x329b0,0x32780
271f45f03505f4a271ab86b5a62b1e89,54,3,True,0x29480,0x287a0,0x28570
273d9e41ad85fd607a9666861ab6f165,54,3,True,0x62e0,0x60f0,0x5ec0
275433c302fb9725482a0a1daffb1e14,8,3,False,0x29bb0,0x28ed0,0x28ca0
27a05d86481b7fff11c5647367b0cad1,9,3,False,0x3f640,0x3e910,0x3e668
27d1403105eddf16659d4835546ba913,13,3,False,0x33ab0,0xf7a0,0xf570
284833dd5c5edf16657a88eb1e2ee186,10,3,False,0xb8c0,0xad50,0xab20
289973c64f42a403923018df0337e38f,51,3,True,0x29600,0x28920,0x286f0
290c3a8e7329fc07520672b0f69cbef9,40,1,True,0x6db0,-,-
2913d6632ec5461094f134f47c541c31,74,3,True,0x3e124,0x3cd48,0x3caa0
2931fe21c8afad7104ab8c6dfb8ffbf3,136,3,True,0xc450,0xb8e0,0xb6b0
296488a5d3e5aade2ae5794d500c9aaa,141,3,False,0x1cd40,0x1c060,0x1be30
297cbb4a3a57bf72f3a391b7afa54ede,2,3,False,0xb0,0xb0,0xb0
29c92bfdd5590c376fd887acd6094882,19,3,True,0x3938c,0x381dc,0x37f14
2b638fae16339caee21454b41304a296,68,3,True,0x8d70,0x8210,0x7fe0
2bbd46b954086a6c90f41ef76730fc29,429,3,True,0x3c604,0x3b228,0x3af80
2bfd886adbeef98fd6f3ddee855d6742,27,3,False,0x1f880,0x1eba0,0x1e970
2c299778fe7d78c220c238a6ea77f348,20,3,False,0x35bd0,0x34ed4,0x34c84
2c4111b4c18bfa13337d21df048b6546,8,3,False,0x3b154,0x39db8,0x39af0
2c4af1472b9cfdbdddc5c147c3b316e4,16,3,False,0x12cb0,0x12140,0x11f10
2c920b7ffeb9c69c1d317326f82f2d5e,173,3,True,0x2aab0,0x295d0,0x293a0
2cfbb724b3f6c534d1d295d5a26152cb,44,3,True,0x12a90,0x11f20,0x11cf0
2dd5947acc3cdee7c1eae0803d2580d7,225,1,False,-,-,0x3210
2ea4fda08f357e8a601ae97172509013,51,3,True,0x17040,0x16360,0x16130
2ec64cc7062a002f6cd61ae762e04114,270,3,False,0x25140,0x24460,0x24230
2f0edb2987386e20081d2c873369b5c0,59,1,False,0x1100,-,-
2f2537ac70e5c18c05eb5be8b3f31078,24,3,False,0x3ae37,0x39a83,0x397bb
2f98ca472ac7920f1388e96efebc39d8,38,3,False,0x20370,0x1f690,0x1f460
30a5cd6f47fa3139946ff8cacaf1fb21,289,2,True,-,0x3ab0,0x38b0
30ca37ba8e8d76fac39063155d56db1c,222,3,True,0x30a10,0x2fb70,0x2f940
313ec3146430504e1475feda30c2eb74,31,3,True,0xc610,0xbaa0,0xb870
318931f92ee5df796c01389db886fc4e,22,3,True,0x1c950,0x1bc70,0x1ba40
319672fb6bb558d7430dc3e8e99493d0,447,1,False,-,0x2260,-
31b72cfc22df551001b08ec468c36080,9,3,False,0xa520,0x99f0,0x97c0
3261bcef7bd6397dc9487fdcfc5560c8,81,3,True,0x3dcba,0x3c8de,0x3c636
327a279b727dd668eaf098c8d07c8ee2,12,2,False,-,0x10b0,0x1080
33a104db1d75f10cee890debc4c0f8aa,52,3,True,0x12b40,0x11fd0,0x11da0
34669dd9ce4de46c35084a4a052ad084,28,3,False,0x3fb28,0x3edf8,0x3eb50
3518fe1b1485b048f389ae2d6f40e6ef,82,1,False,-,0x29a0,-
35462ada0be4199fee1d5d176591484a,27,3,False,0x11540,0x109d0,0x107a0
3561b89e1068dd232489dd915df7a358,6,3,False,0xa8d0,0x9d60,0x9b30
359072774d94e0afa5dc442541ffcb37,10,3,False,0x35568,0x3486c,0x3461c
35c21486ddf5474932728f006301f026,66,3,False,0x244c0,0x237e0,0x235b0
360e22bf23ce114ed51d957e133488e7,24,3,False,0x3f390,0x3e660,0x3e3b8
36d1e299218a459d0f9e720045617fbf,71,3,False,0x299c0,0x28ce0,0x28ab0
3723042ed6e7ae0587be02e02035db98,108,3,True,0x1a460,0x19780,0x19550
372a35a3aa8ca67df2a477ae7b8a4763,322,3,True,0x9020,0x84c0,0x8290
37542606a5625764e2ae3b0f5f27dee8,16,3,False,0x3b514,0x3a18c,0x39ec4
37b7565e3ac1f70116b740f6955bcc87,79,3,False,0x21c30,0x20f50,0x20d20
384c505811180c084f57c703e12c750e,11,3,False,0x282f0,0x27960,0x27730
39349749f58c39f06d38122bce26983d,60,1,False,0x1ec0,-,-
39af0a8a10e3f7d9f46b8c3d17a49095,130,3,True,0x3a411,0x38f29,0x38c61
39c84a85194e73260eb182153a58bc42,53,3,True,0x394d4,0x38324,0x3805c
3a29eb5a2d48ef676d0fcb62889997a5,51,3,True,0x29500,0x28820,0x285f0
3a3d929abf72f5004ec6bf5fa559a6bb,49,3,True,0xbe00,0xb290,0xb060
3a41593d4d53ba032bbf45eee61d1fe3,41,3,False,0x37538,0x366ec,0x36424
3acc448e72fa4a44064164c446c07d80,8,3,False,0x3b1e0,0x39e44,0x39b7c
3adf8849e96fd4c542edf1a07f5d8af3,10,3,False,0x37518,0x366cc,0x36404
3ba322ea5dd785744ce20f8d3dd16299,35,3,False,0x1b160,0x1a480,0x1a250
3c710f93bae42b9ebe42d542faeeed02,49,3,False,0x1c2b0,0x1b5d0,0x1b3a0
3cac8d11ed2a1f48eecceedcfcc00f7a,42,3,True,0xa060,0x9560,0x9330
3cd458249b0c51309fb8feb5afa025be,21,3,False,0x3beb0,0x3aad4,0x3a82c
3d5b606295dcc0bfe10f6f5235d96470,31,3,False,0x34220,0x333c0,0x33190
3d68336552373f65388db20d7d88559d,54,3,True,0x16e00,0x16120,0x15ef0
3d8e95bedd6a38a0731738736e6195ef,12,3,False,0x11ad0,0x10f60,0x10d30
3e9512eb1106dfec8dce5248167d1d21,16,1,False,-,0x9490,-
3ea0cf15dd3d2d460e7a39a734564a6d,20,3,False,0x34a8c,0x33d38,0x33b08
3f60d5e32c79730e054adcef82a68a18,205,3,False,0x21d20,0x21040,0x20e10
3f7c2eda81c22ddba3260fe2b121a6cb,423,3,True,0x19b90,0x18eb0,0x18c80
3fbf0581d73fa4064d9a0912e537f7aa,5,3,False,0x3b740,0x3a31c,0x3a074
3fd746cb39b59b09e79a88fa48710e8d,41,3,True,0x33120,0x32440,0x32210
4007d899a9053ff2507db691dcc81d0a,78,3,False,0x156c0,0x14b50,0x14920
405188f3c7931a4c818889cd5799775d,25,3,False,0xb1c0,0xa650,0xa420
40bc160a86bafc279fc77d6e124e6708,21,3,False,0xa2c0,0x97c0,0x9590
40f266b9b7ee52932cb5b8e2dbd32d88,94,1,True,0x5e30,-,-
414ac0dc27b25f6aa118c080c926dacb,12,3,False,0x3726c,0x36420,0x36158
421bf3d3743994e88d0ac42f4ed8f5a6,22,3,True,0x3a7e8,0x39300,0x39038
42f12641bc43959892eafb9ecf14dc3c,58,3,False,0x3e090,0x3ccb4,0x3ca0c
436a4e412de50ac986cecb518035d962,71,3,True,0x13fe0,0x13470,0x13240
43cd9cee1fb2d3c3e2d17071099fe6bd,60,3,True,0x375a8,0x3675c,0x36494
43ff703c5d74730baa1d74d2db41fccc,48,3,False,0x186f0,0x17a10,0x177e0
442c26593e2118312d10b5608d099f70,52,3,True,0x125b0,0x11a40,0x11810
4433ef74fe7b02d19611d52357848265,125,3,True,0x32ec0,0x321e0,0x31fb0
4437660f1b7c5230cd51ed96ed5226e8,28,3,False,0x1b390,0x1a6b0,0x1a480
447248c6330a271951698fba047c9ed9,16,3,False,0x1f9c0,0x1ece0,0x1eab0
452536ac81bdb1b159cad4c2ce4f3240,96,1,False,0x55a0,-,-
4528b15e6d27f42f881f60e9b17e5eed,36,3,True,0x27f80,0x272a0,0x27070
456590e034172aec7b3f6227e8b01fdd,49,2,False,-,0x1010,0xfe0
46524de85e1451af6571030f5a56b35d,50,3,True,0x34e60,0x34180,0x33f30
4687c18d24f1ef02d1f062977f6adf58,45,1,False,-,0x94c0,-
46fc31d9f452df1ed5436f7abd562456,15,3,False,0x393d0,0x38220,0x37f58
47c70cc86e5b3ccc6177cd6c91f1b811,41,3,True,0x3f3c0,0x3e690,0x3e3e8
4850e68a8e05145e4c63312fe81c2988,107,2,True,-,0x3e0,0x3e0
487bbee7f3dea28b7cac537eb2eec7f6,85,3,True,0x1fcc0,0x1efe0,0x1edb0
490afa9204aa995203a8f986ed53f74b,185,3,True,0x3ee6c,0x3e0fc,0x3de54
4927c9d6d6cc1daf97e0f0ee9ec7ad21,7,2,False,-,0x39da0,0x39ad8
4998ee0f98d081c19382405e9ff7181f,36,1,False,-,-,0xdf0
49d2a4df0602ae7ba0c1217ee13d29eb,45,3,True,0x35b46,0x34e4a,0x34bfa
4a10b9fb4ecdd7d8c2f1d1d945f3fcd4,36,3,False,0x154c0,0x14950,0x14720
4a278bd1e8fa745c473eab5379ab7d85,24,2,True,-,0x344c4,0x34274
4a5f02fdbf6b1d895ff39b618010ea71,41,3,True,0x3f22c,0x3e4fc,0x3e254
4a8c1d15dddfa36d5bd9b7d3f23d8033,249,3,True,0x157c0,0x14c50,0x14a20
4a91067e6657ffc90a0611cacdb502e6,51,3,False,0x1b0d0,0x1a3f0,0x1a1c0
4b7a327924397dd0912e074a8821ffba,29,3,False,0xb230,0xa6c0,0xa490
4bd5fe60f3dcf04042c02ca20fdce9c2,51,3,False,0x215e0,0x20900,0x206d0
4bd9102a7713a7488b575b2d9332483c,45,3,True,0x3de4b,0x3ca6f,0x3c7c7
4c0573ff8003c91cd18b332d08f04afd,15,3,True,0xba10,0xaea0,0xac70
4c38bba9354cc61ba480f504ca28be53,14,3,False,0x297a0,0x28ac0,0x28890
4c77ed2b775d395b3f3c33100922dbe4,47,3,False,0x32ac0,0x31de0,0x31bb0
4dace5e626c705c9a9efbf72908b0261,42,3,True,0x201f0,0x1f510,0x1f2e0
4dc75ddc433577eb3c400f3d80158d51,58,3,False,0x1f800,0x1eb20,0x1e8f0
4dfc86b93d1801f45266953518d6d396,27,3,False,0x7260,0x7c60,0x7a30
4e18aa18a98b6775aebddee7e0dbc63f,9,3,False,0x3b9bc,0x3a5e0,0x3a338
4eb6a0d3837740fc079ebe5ed374f77f,9,3,False,0xd5f0,0xca80,0xc850
4f0a41ec11e5aa8115b70748257ccfd1,879,3,False,0x14830,0x13cc0,0x13a90
4f5927fb32b5ee55a1fd5483e6f20804,68,3,False,0x25060,0x24380,0x24150
4f621d9a03b32377effbb791e61f360d,102,3,True,0xb5c0,0xaa50,0xa820
4fa26f62060f1c6091b8a43816265676,147,1,False,0x3830a,-,-
4fac552e97d07411cc4c428216812f9a,78,3,True,0x11290,0x10720,0x104f0
4ff2720186bab0741922fe4ade7969a5,40,3,True,0x21280,0x205a0,0x20370
5004b83ee790bd271267b4a62062f13a,32,2,True,-,0x370,0x370
50b76dd10ba4fe3b9f0f6f481032702d,14,3,False,0xb9e0,0xae70,0xac40
50bd4d377e69b4052880a337ec73144d,33,3,False,0x1b690,0x1a9b0,0x1a780
518c733ae52f3a726553ba2dc3223e02,49,1,False,0x20c0,-,-
519245c4aeca3e30c85636b24a7fdbf8,58,3,True,0x3f198,0x3e468,0x3e1c0
51af90c624c3b9712bb859cc5c8dbee8,20,3,False,0x27d10,0x27030,0x26e00
51c2435babdac1e60d0d98f4d483b692,8,3,False,0x3548c,0x3480c,0x345bc
52a6ac33265e4c3aac62d32845be7a61,14,3,False,0x3d7ac,0x3c3d0,0x3c128
532605613a81f4e9b418a86811dda0fd,45,3,True,0xa680,0x9b50,0x9920
5362abad39ef21271467efbe9b1a8dc7,73,2,True,-,0x10e0,0x10b0
53c29ff7686a4c925bb7a3dcb74f35f6,16,3,False,0xb470,0xa900,0xa6d0
53e9e0a035c830c6a89fcd6c9f49b0c9,67,3,False,0x23150,0x22470,0x22240
5458d5fdc4c22867220a737aadf04051,91,1,False,0x6ec0,-,-
54b59caf6e55b21b8451910e2efcb38e,140,3,True,0x1f1d0,0x1e4f0,0x1e2c0
54f7e84e3272215db1fab1ed85b03b5a,72,3,False,0x1cc70,0x1bf90,0x1bd60
5542610950b3de29b58e3fcce85e9058,78,3,False,0x39db0,0x38c00,0x38938
55adbeffb7542fb12d4c7f762b2a4075,69,3,True,0x5f80,0x5ce0,0x5ab0
55c56fb5c13f23a53f5205ea31350242,13,3,False,0x34280,0x33420,0x331f0
56030a62e3dddfe2bd4945a664196d50,309,3,True,0x29ed0,0x291f0,0x28fc0
5642edcff6c818dcf22291976112b120,17,3,False,0x33660,0x32980,0x32750
567c2ab292505a870e532411aaba8f06,131,3,False,0x3a269,0x38d81,0x38ab9
569d98f3d6041f40990f626fa976e432,51,3,False,0x21750,0x20a70,0x20840
569f232c189ac5161c28d937d7f6d600,34,3,True,0x3db63,0x3c787,0x3c4df
56e052462326c7abf58bf66ce8b8fc92,36,3,False,0x8010,0x59f0,0x57c0
57101bd0fbdb26532f20ade149057803,36,1,False,-,0xe20,-
57556c3cebadaecd4e04f4ddf245a8d3,46,3,True,0x1bd60,0x1b080,0x1ae50
5786aacf7268548a0f7d4fae34525e35,29,3,True,0x122b0,0x11740,0x11510
578d9e1956a23ccc651bde0b8f7d2e6b,140,3,True,0x26a80,0x25da0,0x25b70
578f1423cfce085606273cfd558fdfb7,183,1,True,0x67b0,-,-
57aad7a880c3fe2f415b74e5e4b864c1,64,3,True,0x357e4,0x34ae8,0x34898
57e03c9f6283831a120fa339f0fc170d,42,2,True,-,0x7630,0x7400
5818d442de5d17c424f83fb9877a50ea,63,3,True,0x3bdb0,0x3a9d4,0x3a72c
5819cb986dcf57a1f91e14a44165f11e,660,3,False,0x25670,0x24990,0x24760
5868a826572b7e0ff6e89526deadb765,4,3,False,0x21740,0x20a60,0x20830
58c48eff7ce25bd2e6f9236a7142cb88,139,1,True,0x6a20,-,-
59109e6f81f1462c2318381eeacc1baf,88,3,True,0xb070,0xa500,0xa2d0
593d957339ba9ca957dd7bab12664bef,97,3,True,0xd3a0,0xc830,0xc600
5a407f94edcc21b361a0374a28442991,44,3,True,0x37288,0x3643c,0x36174
5a691aba231e1c65dd431751295bff7a,50,3,True,0x128f0,0x11d80,0x11b50
5a8ffbf086961f5365bee0851fbcf5a8,65,1,False,0x3a90,-,-
5aa765e7b41ad39f0d957d4e0a70a66f,81,3,False,0x3bef0,0x3ab14,0x3a86c
5af949adc04bf70a3fd2d81da99f172c,214,3,True,0x26c70,0x25f90,0x25d60
5b748c654dc66417f4268a421013e3d5,25,3,False,0x3b6e4,0x3e380,0x3e0d8
5bd12e9a988699bb5ee8e2f8ea08de5d,154,3,True,0x9b00,0x9000,0x8dd0
5c4b2a149baaab78569fb84ab9e728c4,53,3,True,0x35c30,0x34f34,0x34ce4
5c9792519edcdd08a557976c418fe98b,53,1,False,0x354a8,-,-
5cfd017c01ac6b92c41b41666ceeb8d1,7,3,False,0xb7e0,0xac70,0xaa40
5d76fe0e8a5802e0375b5ff8a0ce3d11,136,1,False,-,-,0x48d0
5d82747a56d7ed30719bf4eb766fef4e,42,3,True,0x8bb0,0x64a0,0x6270
5edee293e0e59db9724c7b713180271c,23,1,False,0xf50,-,-
5ef70d614a5bc40bc3b9af1c51d54caf,27,3,True,0x3db07,0x3c72b,0x3c483
5f0b3d26020986f057115ffabb1c32c1,239,3,False,0x3d507,0x3c12b,0x3be83
5f23fc682c60571ca6fbd194081fe795,540,1,False,0x3130,-,-
604fb2110d9b1c4cb01372388f2f1de7,237,3,False,0x38874,0x3d84c,0x3d5a4
60bb9e1b5af5b4cbb60e792c184c0b82,12,3,False,0x2dee0,0x2d200,0x2cfd0
60dffcf46a7a7114ec78dcba9bd14d77,104,2,True,-,0x5750,0x5520
619e3ca5edb4d7037d28b9b9a7fd3028,99,3,True,0x36fb4,0x36168,0x35ea0
61b7791ca39bfa1347829066ea52bc13,66,3,False,0x24330,0x23650,0x23420
61d2085735937fd6c35cbf741e0575a9,435,3,False,0x3bfc0,0x3abe4,0x3a93c
622318a18e167f0ab2f87bd185622345,13,1,False,-,0x383f8,-
62451689d3b92440acfe2229eb1cc48e,59,3,True,0x121b0,0x11640,0x11410
62623ba1bd946c5a5155556cc1655102,60,3,False,0x3a9bd,0x394d5,0x3920d
62928c20cfef96d68840cf913d6df95d,374,3,True,0x15b90,0x15020,0x14df0
633f0e00dadd94627643cf4e43b85ec9,109,3,True,0x3b7ca,0x3a3a6,0x3a0fe
6356aff8fa18530828698244526c65db,1870,3,False,0x30d30,0x2fe90,0x2fc60
638c00c1001375b607791a47a87b328b,64,3,True,0xb700,0xab90,0xa960
63b7b5cdc1897a8b68051f7112d1cb11,35,2,True,-,0x2b0,0x2b0
63f9dcc5a4d943346c3de6a77431e9e2,56,3,True,0x27c10,0x26f30,0x26d00
64707de9b34210893415e436c55f456a,20,3,False,0x3fb70,0x3ee40,0x3eba0
6492a33b987287f44b3ae579027126a5,37,3,False,0x86b0,0x67e0,0x65b0
651ccdf04945c72d55fc0fddde63b5d2,14,3,False,0x3cd80,0x3b9a4,0x3b6fc
65287018a1074e1301b509910229bdcb,23,3,False,0x3fa60,0x3ed30,0x3ea88
65aafd09bae0e7e03e96477f1758e7b4,51,3,True,0x212f0,0x20610,0x203e0
65ae0b358091532eeb0322e4fbc13fc2,94,3,True,0x3ba64,0x3a688,0x3a3e0
65b55e47bf5d739a1b6145726ff4f8fb,790,3,False,0x28330,0x279a0,0x27770
65d716683517d5903cd997af3aeb2479,8,3,False,0x3aa98,0x396e4,0x3941c
66a70427a0dfe62f629c102ef72a1d5a,261,1,False,-,-,0x2ab0
66be8a7760a51f6a4bd4b555515d727e,135,1,False,0xac0,-,-
66c23343f7f35ea42a7bd4b5e9d1e071,16,3,False,0x371cc,0x36380,0x360b8
677428386e50b6bda0e2548e5c56186e,28,3,True,0x29310,0x28630,0x28400
67ece2e37d296954deb1354d16e66485,104,3,True,0x30640,0x2f960,0x2f730
67f4ca48788eaf8f3ab9d284cbb5df4b,108,3,True,0x3aab4,0x39700,0x39438
683d6462c94f70ebc4491f21cdf46279,762,3,True,0x18760,0x17a80,0x17850
68ac2803f7223935e3f1d89a300ead76,16,3,False,0x37fd4,0x37188,0x36ec0
695005c9e937756f189c9f3b60d75921,90,3,False,0x1bc50,0x1af70,0x1ad40
69ead4f15502b565ebbb730dd7e1deec,21,3,False,0x3f0a0,0x3e330,0x3e088
6a5216569250f8cf27643a7113bd84a3,222,3,True,0xe520,0xd9b0,0xd780
6a808e25683e6cfe574821bf7a04bc42,16,3,False,0x3ec28,0x3db80,0x3d8d8
6af6af5592eaf67cc5923fbbf4796fb7,29,3,False,0x34820,0x33a44,0x33814
6b31f4101565cf3c06fe8fab111b5bc9,14,3,False,0x371ac,0x36360,0x36098
6b7274259068da5b752003315a32ce58,33,3,False,0x3abd8,0x39824,0x3955c
6c1bf6bb7b796bc7d245fbacf6d50882,175,3,False,0x1ec60,0x1df80,0x1dd50
6c2287b6eb4edea2eb1b3a997b31f95d,32,3,False,0x27cb0,0x26fd0,0x26da0
6c4b0e67f6cb25d23836db53e6459a78,204,3,True,0x37ff7,0x371ab,0x36ee3
6d42cb538620340647e284b310bc7fd5,66,1,True,0x1c20,-,-
6d8e1e897705e7a1854e9a3a25367682,20,3,False,0x3b6b0,0x3a2e8,0x3a020
6e9f1b8506ece10deed82c9d0afde048,259,3,True,0x20e90,0x201b0,0x1ff80
6ea241447d2a50439a1df48b73a61faa,20,3,False,0x8c20,0x6510,0x62e0
6eb1845de4af6d63f3e47140d3323910,22,3,True,0x77e0,0x5210,0x4fe0
6f9762c92c926367e73db894853c64da,37,3,True,0xbc80,0xb110,0xaee0
6f9c222e2f7639d6b17bb9bb4903e47f,11,3,False,0x37418,0x365cc,0x36304
6fa9dcad262126316e410fcd4379404d,54,3,False,0x1b5f0,0x1a910,0x1a6e0
7014745800ccc5b8a6112817f752289d,16,3,False,0x1a0,0x340,0x340
701843aedd250f3b9ee19691e9137a22,39,1,True,0xa300,-,-
705d215b79e658c405dce38e9764b5e5,241,2,True,-,0x6870,0x6640
7074f74e5e317ba17febc76ad0a154a7,75,3,True,0x9a20,0x8f20,0x8cf0
70d988c0f062cc473c0dcfc05c72d33e,55,1,False,0x1d00,-,-
713f0ce842ca3c2c2f90ce91ee613a9c,107,2,True,-,0x48e0,0x46b0
71e02cf48e6b19cd583a5050f911832e,167,3,True,0xca80,0xbf10,0xbce0
72f269f27243a374c1f5c799420ea95e,22,3,False,0x232b0,0x225d0,0x223a0
72fcbc6e9e2a46893bb9c760883ccf33,82,3,True,0x32c90,0x31fb0,0x31d80
730bbb1e455209560d8b096403902f58,156,3,True,0x3d90a,0x3c52e,0x3c286
7332fa6b63246fab17fc62af25be6809,148,3,False,0x1be60,0x1b180,0x1af50
738b9eab4700c97ccc08218a14395758,77,3,True,0x13060,0x124f0,0x122c0
