procedure id,#instructions,#samples,inYara?,0752c7e01025cf3689ce283e0389d388f7268048,b0e0853d1aa3c318627f92bec64fe7d42490cb3a,a0d9f148e319fb604d7a70f4b482a2d9d06232fb
6051d80f571a75d1a39ca168f474c56f,26,1,False,-,0x58d8,-
608d093c90ca9f1749290f52b8e48a2d,19,3,False,0x34290,0x33820,0x343d0
60cad367b839d3cc0d8fa1c37708ec31,27,3,True,0x6d60,0x67d0,0x6ea0
614a133887dd5f64169ea4c73a8f3c1f,19,3,True,0x40bc8,0x42ba8,0x40d08
61a25570202345c4027145b4a143bf45,68,3,False,0x4f700,0x51090,0x4f870
61cbb53dec8c08edc389481fb7c89faa,86,3,False,0x22a54,0x22514,0x22b94
62068d3ee5a7822bb27e620af56a34df,141,2,False,0x4ae00,-,0x4af70
6322167bc9c62c7dd8a88b239d918592,78,3,False,0x8140,0x50b0,0x8280
63cd91aa352132a0819456f6f68b68b8,5,2,False,0xa968,-,0xaaa8
63de28ee7661b0c8b7834b9f191fbb79,48,3,False,0x17aac,0x16c0c,0x17bec
64c3a4a2a8ef48212b3250c61cb89231,151,3,True,0xfb30,0xee20,0xfc70
64d93d8765e11da25f38f193d878267a,39,1,False,-,0x3764,-
64dda3f4432fc5d621b6d2b543271b41,83,3,False,0x2f8c4,0x2f384,0x2fa04
64ee1c16e96bb0293cf84f47ee29e390,49,3,False,0x3375c,0x3321c,0x3389c
6621f0b34ba278e3ef568405d874c3cb,9,1,False,-,0x1c370,-
66dac393213fe68a6fdfd716b99955d8,30,3,True,0x2d388,0x2ce48,0x2d4c8
672384bd7f5c50f3e2afb00e3d6e8746,34,3,False,0x4cdc0,0x4e750,0x4cf30
67aa53cf5309d401fdc7b9b52c66e2ff,193,3,False,0x31fc0,0x31a80,0x32100
68bd618d5f3214548d1cf6d3c7adb116,20,3,True,0x13194,0x12484,0x132d4
69509da98db70b156e2cccde55d6e30b,72,3,False,0xeaa0,0xdd90,0xebe0
6966740bded0a54097ff41955d83c1f0,27,3,True,0x18768,0x17d10,0x188a8
696dc2ec7cdd4292feafd325efc1671f,140,3,False,0xbd50,0xafb0,0xbe90
698e1f92002c1f034392ab4253adf0fb,68,1,False,-,0x2b594,-
69abbd090587850befbfcad2b7b422d9,7,3,False,0x43d38,0x45768,0x43db8
6a199d5de46612425c5ce77b047a1690,441,1,False,0x4bb4,-,-
6a4793645405a0d3e6ecd6ec6a4032cc,61,3,True,0x52bb0,0x53d70,0x52d20
6a4cab96fa3f2d46fb041820812e5d2f,5,3,False,0x4c580,0x4e3c0,0x4c6f0
6a7db3eb7999ba77276ac2ccfef26ab7,245,3,False,0x125e0,0x118d0,0x12720
6b57306658ef2a6637bb069676de9072,6,3,False,0xe370,0xd660,0xe4b0
6b5a6d072d60474043e3338e67547790,10,3,False,0x77c0,0x6a00,0x7900
6bac84d2ca871c06dcae8f39485eb9d7,521,2,False,0x20400,-,0x20540
6bb5efe9142c931ffb80a94e8d87dba6,45,3,False,0x17120,0x16444,0x17260
6bc8d2bc5e50a006f225a71f5b7a0bbe,175,3,False,0x462b0,0x47f50,0x46420
6c009f798a3d4c3355ae5c04fbfe4a00,34,3,True,0x229c8,0x22488,0x22b08
6c5e89beb66e449acd7728caae042c6b,98,3,False,0x197e4,0x18ba0,0x19924
6d0db80c245ab7fcb4159d6c084521b9,83,1,False,-,0x1de08,-
6d35cfc2b0700fc0244a748d5cac68b0,22,2,False,0x42c80,-,0x42d00
6d567e079ad8750aa8de98d72fe5422f,71,3,False,0x1cf34,0x1c9f4,0x1d074
6e78c3f09fd6f9379eae7e5802d70d22,52,3,True,0xd5f0,0xc8ec,0xd730
6e8701de64c7a36ec21d58b1516efcc2,85,3,False,0x231ec,0x22cac,0x2332c
6eb6fd5f4efcff5f675ae2869d7536c6,76,3,False,0x4d240,0x4ebd0,0x4d3b0
6ee2abde682835e664c8b7919c00e9b1,9,3,False,0x16878,0x15b68,0x169b8
6f0343448f654e60172a63978a468895,117,3,False,0x1d054,0x1cb14,0x1d194
6fdef7211204d275fc807e006e3a6888,62,3,False,0xe7e4,0xdad4,0xe924
700619ca18bf11b3c0ca3a48cce15c21,11,3,False,0x4c2b0,0x437e0,0x4c420
7013aaeed039c6f75cfede3991df7cd7,11,3,False,0x4a4a0,0x4c7b0,0x4a610
7044e671af99a80a3c2ca89c6387b61a,545,3,False,0x25b70,0x25630,0x25cb0
70499689a25dec52888364e7653b2ead,43,3,False,0x4fc9c,0x5155c,0x4fe0c
7050f1c37a999da5283ecfaf833b693d,212,3,False,0x48bc0,0x4a750,0x48d30
70dc5bc93dffe3e5367517083ea2c6db,34,3,True,0x22ef8,0x229b8,0x23038
7115a180027eb51bbb9cabe0e4f0b1fa,280,3,False,0x36dc0,0x37290,0x36f00
7134bba21da09f17e3a4cc8c81095066,28,3,True,0x2c144,0x2bc04,0x2c284
72725c830f74f6d5d8aabd91edbd877a,84,3,False,0x2f634,0x2f0f4,0x2f774
72939629a6dff1fe436551f11a2f16cb,64,3,True,0x1d348,0x1ce08,0x1d488
72f40e18d1c7c159b2d89f9466915d0d,42,3,True,0x2b2ec,0x2adac,0x2b42c
745362d4bdda5bd689473419803992e0,110,3,False,0x3ef68,0x40de8,0x3f0a8
748277814f2b6940f5d33557dc5c4a10,44,3,False,0x4a190,0x4c200,0x4a300
753ef30dd58f55dbb003b1971fd096f7,490,3,False,0x11a84,0x10d74,0x11bc4
7550fb0a1f826bcdc40860e2b26c1916,357,3,False,0x19970,0x18d2c,0x19ab0
75577f981cdde2ebf22bbb38787aa807,90,1,False,-,0x43670,-
755794059aa56f5fb9c4b7cceba20e6a,146,1,False,-,-,0x3670
7586b118ddc1eefb3894e2a05d7d62da,52,3,True,0xcf0c,0xc18c,0xd04c
75b1e39f6ec097615668a88f24bd9ec9,92,1,False,-,0x47860,-
76b01ac682cd72e7c0203d3b5cda1df5,51,1,False,-,0x4c0c,-
775d44b8ffed670880a3e1d9349be415,55,3,False,0x40c18,0x42bf8,0x40d58
7788ecdffd743dcb4136e36ed217d970,64,3,False,0x43f60,0x45990,0x43fe0
77b1c79f70247535a460bdbb2518ddca,67,2,False,0x6c44,-,0x6d8c
789e47185283c4b0d570a885f3755696,32,3,False,0x330b8,0x32b78,0x331f8
78b8337573fd3cf250d6cee276b7393b,152,2,False,0x1c28,-,0x1c10
78ff9cc39ef59847ebf0682ec8e91214,96,3,False,0x43510,0x44f40,0x43590
7a44488829a03990946a0463e2e92ac1,31,3,False,0x44070,0x45aa0,0x440f0
7a8a5aa436d59125f6f00a912e4af622,18,1,False,-,0x1980,-
7ac7d4d11f9ef910c96d395acab8e2a7,31,3,False,0x45d40,0x479e0,0x45eb0
7ae84953a5d8fc87a9bd694eaf822e00,6,3,False,0x4c5e0,0x4c970,0x4c750
7aff7c143d6a686f9ebc4eede6442f03,27,3,False,0x16bdc,0x15f00,0x16d1c
7b5d8cc4134c1573d2c63e876e7a744f,14,1,False,0x50000,-,-
7ba3cf463764da5180708dbc43f41d56,157,3,True,0x31d1c,0x317dc,0x31e5c
7c3c77b3d9c18475119d25fd222e567c,8,3,False,0xf350,0xe640,0xf490
7c54d49aadd868da444e26e887fbf5a8,20,3,False,0xd754,0xca44,0xd894
7ca8d06afe4e9c9ff55900d8800dcb7a,30,3,False,0xd800,0xcaf0,0xd940
7e91a1a42ce5a7433e14eaf04c6e47d6,140,2,False,0x19260,-,0x193a0
7eba2e961025c573566fb6097ef73bdb,371,1,False,-,0x3d98,-
7ebbd3ea7773df12e7c5f48ed719fe1c,30,1,False,-,0xc870,-
7ed73c14b1d451427f18836fbbad3162,46,2,False,0x42710,0x44460,-
7ee48d56d5398952ae5cdfc16f74fae1,30,3,False,0x40b4c,0x42b2c,0x40c8c
7f2cdce9b9e0896effc3d4b5cd35d4cf,15,3,False,0x24234,0x23cf4,0x24374
7f67a6955adcd8992e0e6ff50cf098e3,56,3,False,0x4cab0,0x4e490,0x4cc20
802e2148a77f432bb3842ec5f212c243,83,3,False,0x2df60,0x2da20,0x2e0a0
8180f714fb3c4563744465909cdc44dd,163,1,False,-,0x18808,-
81850e662df77a170e2f37af32be6ae3,95,1,False,-,0x2d88,-
819ae087082d6594801aab1fcc858b47,17,3,False,0x651c,0x4970,0x66ac
820830c5c59dbaea44a66c1ac3dd1a1b,177,2,False,0x2b4c,-,0x2b34
8211ca98961c4bbe09057c5f7a66287a,37,1,False,-,0x2af90,-
822a9bc22e4b7cc73407a4f2123070d8,245,3,True,0x51410,0x52cd0,0x51580
823248f31e5b6334a2f46f541f537f5d,175,2,False,0x8280,-,0x83c0
823f279281487704d04b65379c2b0d5a,17,2,False,0x9b24,-,0x9c64
83d2dda8919671b3e1526cb8af036791,24,3,False,0x43e80,0x458b0,0x43f00
843f057f5feaa6d2d2e9868a496cbbe4,35,3,False,0x16260,0x15550,0x163a0
850877f507b5de2b17bd5f4588d6bd1e,32,1,False,-,0x894,-
85f2401a41cf5270c66b04ccf6872a4b,33,3,False,0x41510,0x43390,0x41650
862991e2879a30ab56906ea5de951de9,18,3,False,0x53cd0,0x54e10,0x53e40
86b1bb0bc1aca43e929f9a982df2c5cf,83,3,False,0x24798,0x24258,0x248d8
86f09fe2e6d11981f3edfd22d0c0d9d5,95,3,True,0x2c1b8,0x2bc78,0x2c2f8
870182e0d2d5613f042ea6144489d4cf,104,3,True,0x52d70,0x53f30,0x52ee0
87950e5f0f185c15c10d62b185b2d2fb,1989,1,False,-,0x3eb68,-
87e4557f2e50760ebc66187a7a511cae,21,3,False,0x4c1f0,0x4e320,0x4c360
880f99d4899ce8fbdd76d0bbbf079b32,65,3,False,0x24270,0x23d30,0x243b0
8828b3cb268ff7bf0c3c66c75cd82768,17,3,False,0x3a7e4,0x3a2a4,0x3a924
88e9fedf9dd0b1a9b99a3b00e1450bca,11,3,False,0x49f38,0x4bfa8,0x4a0a8
89451875c4f1880660ae9a5c95d43454,68,3,False,0x17e20,0x16fdc,0x17f60
895a58e33db755ee18b29d16762cf81d,29,3,False,0xd6dc,0xc9cc,0xd81c
8961ccb93325eb6f4b17c32468f3e597,31,3,False,0x3ee8c,0x40d0c,0x3efcc
89705a4f69b29ab2241b1be016f8339f,21,3,False,0x52f20,0x540e0,0x53090
8b1a6a248cf2bac6189a307efdb90b2d,116,1,False,-,0x5440,-
8b9db0a4a04b51362cd03c942fabd04e,26,2,False,0x560,-,0x568
8bea6c9521af19e21f7a70b68671bade,3,3,False,0xebec,0xdedc,0xed2c
8c54b5adc3957d8269ac92a39ca7bbe0,268,1,False,-,0x334,-
8ca7acbea08308e554e713035c0ecdd6,409,1,False,-,0x1b994,-
8ce41a8ca133d8cb55dfd720cb5fb7c2,159,3,False,0x2a398,0x29e58,0x2a4d8
8d408297ba533b9abf5eb2f00907a14f,91,3,True,0x24e7c,0x2493c,0x24fbc
8dfc4f73cba60ff9beb88c0ef1570b7f,482,1,False,-,-,0x4c6c
8e18d252f70d1bd52d88fbbc8e170b24,6,3,False,0x41a5c,0x43a1c,0x41b9c
8e411b7b13743b406d8482986407aad8,29,3,False,0x28be4,0x286a4,0x28d24
8e73d26c2bfea15441daa9097825f4b9,231,3,True,0x307cc,0x3028c,0x3090c
8e811e0a43a4080e6666a02118279cf4,146,2,False,0x6f0,-,0x6f8
8ed9abf4daf8c823c71271488047115f,22,3,True,0x3ea44,0x3c3e4,0x3eb84
8fb9c772a29b3650c08ca1d14fcf4a74,71,3,False,0x10e0c,0x100fc,0x10f4c
90256f8c2b62ab5751ea7f4e931272fa,84,3,False,0x534f0,0x545d0,0x53660
9033241bfa2d995cb5f45885b8cc1321,27,3,False,0x4ca00,0x4e3e0,0x4cb70
905ba0c0c4037dc30770524c6e549f21,37,3,True,0x13da4,0x13094,0x13ee4
908faea9c3157be9193340973df6dc01,40,3,True,0x2fbfc,0x2f6bc,0x2fd3c
90de8e3c81a085f3dc2b3b4db4b505aa,124,3,False,0x489cc,0x4a55c,0x48b3c
9174dbd4309c1798cf14d992baf88e3f,58,3,True,0x25928,0x253e8,0x25a68
9215f8a1db5d05d2e7479b9c9fc49a71,377,1,False,-,0x9980,-
922646a53e7ce9ad6d951e9745446c16,14,3,True,0xe77c,0xda6c,0xe8bc
922e966735984b314d70319f8021cca7,56,3,False,0x440f0,0x45b20,0x44170
9253a70a995938839c7a1a6b5c5ed79b,15,3,False,0x21d10,0x217d0,0x21e50
9271e7ac4ad7a5cd1d50c85ab8e7394c,31,1,False,-,0x5798,-
92cf9f7f1753949d66bddb4705959fe2,20,3,False,0x481c8,0x49d58,0x48338
942e9b1e6aa96667a45126c395852820,78,3,True,0x21edc,0x2199c,0x2201c
9431c9ee18ca8ad4063d955707c4a43e,825,2,False,0x1f258,0x1ed18,-
94aaa3a655632e52d3a2307cd808ef2a,128,3,True,0xc774,0xb9d4,0xc8b4
94c27d2d64afe2f3f75689d6eb441d8d,10,3,False,0x2e5a4,0x2e064,0x2e6e4
94e0a6ac77c5b713179b872232df44ac,87,3,False,0x3c38c,0x3be4c,0x3c4cc
950e61ca8da5b1d026bd83ec43673346,232,3,False,0x19fc4,0x19380,0x1a104
9532d8ee913e2a6070e8813267332133,14,3,False,0x42d30,0x44650,0x42db0
95bb0c14893dd95cef2e99f5e2709e94,44,3,True,0x52af0,0x53cb0,0x52c60
962738cfa6836fb601662c8565ff2b4a,3,3,False,0x1694c,0x15c4c,0x16a8c
9655d4971ddf8ae14436a539be692c50,39,3,False,0x178b8,0x16a18,0x179f8
965bea593225c4292a0887ceef71849f,33,3,True,0x27e0c,0x278cc,0x27f4c
97024d9aa57cb84916d3e14e48a932e6,50,2,False,0x52f80,-,0x530f0
97c87f0bac5228ad26fc746c125777d4,69,3,False,0x45fc0,0x47c60,0x46130
98679d98171515cd76b25a6909e53c55,36,3,False,0x46220,0x47ec0,0x46390
98abcf1670e05916bd7d7d9e9c82f1a6,125,2,False,0xa190,-,0xa2d0
98cf1a0fb2af31f387d935eb165bc578,84,3,True,0x2de0c,0x2d8cc,0x2df4c
993e83099cc524725304259ece60a74f,48,3,False,0x4b660,0x4d580,0x4b7d0
9a31bc306af11d0f9cc8e497b9d30097,28,3,True,0x2e5d0,0x2e090,0x2e710
9aa04299a91de14036059e009630c4b7,12,3,False,0x28d04,0x287c4,0x28e44
9aa2c7b9f2634bf1d21f97d85da67aaa,60,3,False,0x3336c,0x32e2c,0x334ac
9afed69a896fd868b12da2b671479650,59,3,False,0x29448,0x28f08,0x29588
9ccabe224d473b7862437ed8828dbec7,57,3,False,0x35fd4,0x35a94,0x36114
9cd6d15da49dff4a66dbc28ecf652183,24,3,False,0x44a60,0x46490,0x44ae0
9d0daad3fb89438f807c7058148c2693,96,3,False,0x2f3e0,0x2eea0,0x2f520
9d734a20ed0fdb9efb436d9c8ad9ce62,83,3,True,0x1130c,0x105fc,0x1144c
9dcdcffb90391cba8d220588ec5b1c18,95,2,False,0x4fe34,0x516f4,-
9e277ad33861444ff263771e5b68e8f8,111,3,False,0xe8e0,0xdbd0,0xea20
9e62d4d50c75808b519770256f3a126e,45,3,False,0x43c80,0x456b0,0x43d00
9e632e23bd9888e2ae34093198e409ea,106,3,False,0x520a0,0x53260,0x52210
9e6e4152ee0082a4d3079bf8bc8e022e,223,3,False,0x12a80,0x11d70,0x12bc0
a0238e29115838c4235f43065cfc2278,2,1,False,-,-,0x400
a12157f6e9fb1ef91699a45bb122bc6d,46,3,False,0x19f08,0x192c4,0x1a048
a13a73a8b9e91cef2b9a538f39b50107,16,3,True,0xcb68,0xbdc8,0xcca8
a15de6fdce151ede45ac56738791df7e,75,3,False,0x23cd0,0x23790,0x23e10
a18641ed3bab8d113f934cab4dcf0587,40,3,True,0x137cc,0x12abc,0x1390c
a21706f3d21bbdf81c122e0b61bbf3eb,46,3,False,0x51fe0,0x4c6f0,0x52150
a322cecc5356dc2bab9370170278e707,118,3,True,0x3c4ec,0x3bfac,0x3c62c
a38ccabff9ee51c783ef86b0b7481f78,42,3,False,0x20198,0x1fc58,0x202d8
a43a609bd37fc9627a59424331d23442,16,2,False,0x17b6c,-,0x17cac
a449a0975e8ed121808f8da74fed35f1,2,3,False,0x4b72c,0x4d64c,0x4b89c
a4572d3853316c9c112f1122f98d2bc7,74,3,False,0x472f0,0x48e80,0x47460
a4654a716089ff6d66f08a8807b351fc,127,3,False,0x10f2c,0x1021c,0x1106c
a477c1b0753ec4e3e13a39334fe33a25,29,2,False,0x1468,-,0x1470
a4c406d48d78e8ec4b2a5f81154b2d41,53,3,False,0xca90,0xbcf0,0xcbd0
a4d1a2c8ec26a81cd8bb84f27b052a2f,31,2,False,0x9f40,-,0xa080
a516180619f43c808d17c0b3528421bb,9,3,False,0x46a90,0x48730,0x46c00
a52d4ea20dcc8509d3deba263fd63880,47,1,False,-,0x5818,-
a544735f9c5f4126d413146e3bb8547e,25,3,False,0xe388,0xd678,0xe4c8
a54e781f0d5a452e26cb2622ad5a0507,436,3,False,0x26548,0x26008,0x26688
a5ce723f6b280b9102be1915a6ac3c64,529,2,False,0x4d5c0,-,0x4d730
a62d2316f90403909e0f1c6927ac2462,166,3,False,0x2865c,0x2811c,0x2879c
a645c9b4b9686e3c27702f7762b92ac6,81,2,False,0x11c8,-,0x11d0
a64b123aedf07125a4daf5c5990a2c84,213,2,False,0x58e4,-,0x5a74
a655e6ad041b8a23ef3a191b3c905fdc,17,3,True,0x3fd8c,0x41c0c,0x3fecc
a67aba085fe7039c1ee3bfcb5446e7e9,93,2,False,0x9bf0,-,0x9d30
a72ab52bb5ecf45697381fae1340c681,19,3,False,0x160a4,0x15394,0x161e4
a7767217fdc2392e1afc3c02d0c5e3ca,45,3,False,0x248e8,0x243a8,0x24a28
a79b558d0c68e2487153af77f481bc9e,23,3,True,0x4e820,0x501b0,0x4e990
a79d3b5cf367d538138b7909b9361197,11,3,False,0x46a60,0x48700,0x46bd0
a8742961b494ef5bbad8ed4957418c78,167,2,False,0x10b6c,-,0x10cac
a8d05f0b6ce533e022518ac0f663d615,45,3,True,0x35e54,0x35914,0x35f94
a92ad64450cf1d91399608d66bef7724,26,3,True,0x35f0c,0x359cc,0x3604c
aa3566ece0dc29ea525b5131522958a5,12,3,False,0xee38,0xe128,0xef78
aabf91225b69d44b204aae4e9cdd0124,162,1,False,-,0x33b8,-
ab3bddf2323a42388147847cc861f16b,19,3,False,0x2f564,0x2f024,0x2f6a4
ab6d0dfff55e3a433c743d731e189280,63,3,True,0x29238,0x28cf8,0x29378
ac484e4aed96e0182c53f145ec8f5f6b,114,3,False,0x2a9b0,0x2a470,0x2aaf0
ad0e64d111d9eb891556d336bacdb3fa,65,3,False,0x1c264,0x1b6a0,0x1c3a4
ad5e7a3419952c7f18b15e67d0aa6c5e,16,3,False,0x43340,0x44d70,0x433c0
ad70a6e22c345caba9c94eea95173f16,47,3,True,0x245d4,0x24094,0x24714
ada1df36f6d9d61042b8b9bc7a7d410b,71,1,False,-,0x3644,-
adf8a2cba65c39a80444ec4803c2ac9c,74,1,False,-,0x29d4,-
ae97747484d98b107b6b02401d0ad1f7,52,3,False,0x51860,0x53120,0x519d0
aee379d36749b15cadcc0e427a421f75,202,1,False,-,-,0xff64
af63b506d546be702f2da09c57043ff5,118,3,True,0x3a4b4,0x39f74,0x3a5f4
af7e99db89eb8d8cd11055df186f5530,478,3,True,0x30d60,0x30820,0x30ea0
afb4906bd2cb25d027b52981cbd24b64,171,3,False,0x3633c,0x35dfc,0x3647c
afc2675dbdb2745b2b1ad5f87e94b3bb,257,1,False,-,0x4368,-
afc35afaa6ee41589b6c3176d3d83c9d,207,3,True,0x4e980,0x50310,0x4eaf0
afc91cd1d61a8cca9427fbb7389e01d2,26,3,True,0x11648,0x10938,0x11788
b03b28f00efe44a647a096a62e4ba3a3,7,3,False,0x4a4cc,0x4c7dc,0x4a63c
b04e5882c3757e11577e42d673a98574,34,3,False,0x173f0,0x16550,0x17530
b141a68bf163623a95e8b15da26255ec,31,3,False,0x22c40,0x22700,0x22d80
b1bb7f6504e9869978d1d39540755415,25,3,False,0x41850,0x43870,0x41990
b21a18969064d60165e8f8b98317cdd7,10,1,False,-,0x864,-
b257a9e6f53eb22bdda60aa5c62083d5,57,3,False,0x53300,0x543e0,0x53470
b2628b1345c52bba29907a7069407e45,67,2,False,0x15e4,-,0x15ec
b281a4c5ae3d2ba97bc3336d50e6b5be,235,3,False,0x12230,0x11520,0x12370
b2cd00e11b515fcda6b93daedded379f,57,3,False,0x4bbb0,0x4dad0,0x4bd20
b2f7ae54ee3db7e939af063b40eb3dbe,230,1,False,0x4318,-,-
b33ea9ff540fa11dd929172004139726,51,3,True,0xf370,0xe660,0xf4b0
b40c69e01fd1739885b181f110cbe86d,301,1,False,0x3e60,-,-
b431db33ddd2026c28bd069da16fab49,28,3,False,0x129b8,0x11ca8,0x12af8
b444a0b5b66aa5068af9b646ff16d738,156,3,False,0x24fec,0x24aac,0x2512c
b458de9ec5fc9bf62fa6adba2ddf7fe9,112,3,False,0x4bf70,0x4de30,0x4c0e0
b48beb5f901139ece043b2f10c49d662,367,2,False,0x258c,-,0x2574
b4dcd19adc0c174b33330e69e2c7a80d,43,3,False,0x47240,0x48dd0,0x473b0
b4ef6f167634a52b2594522e34a9c9f5,58,3,True,0x32b2c,0x325ec,0x32c6c
b648bb7d08701150721d82ad4557b890,64,3,False,0x11850,0x10b40,0x11990
b682bb075423d3df0a82b3db14ce79b8,71,3,True,0x27b34,0x275f4,0x27c74
b708c2c476a3f59f3c6417bce90cd0c1,44,3,False,0x29aa8,0x29568,0x29be8
b71374f64d32432b2a78a6ecdd23b7a8,562,1,False,-,0x4f8b8,-
b71f493bfc19a55913466fb04dafaae0,26,3,False,0x362c0,0x35d80,0x36400
b7491904c0e18501536d318e040f1a27,47,3,False,0x46c50,0x488f0,0x46dc0
b75b3644ccfbffb1ce43661a4befcbeb,43,3,False,0x28c58,0x28718,0x28d98
b82d4f06a6b90e4093dffd6dbeeb4541,113,3,True,0x4cba0,0x4e580,0x4cd10
b8778422fdf1bc67ce984db1367e9965,546,1,False,-,0xab4,-
b8dbe788f46d7360ef22e9bb76e70492,135,3,False,0x44ad0,0x46500,0x44b50
b8f58120d665ae93780f841f0eb2a9d8,120,1,False,-,0x4ec0,-
b961b219aad26db30e0120a9f1bf53e7,19,3,False,0x43390,0x44dc0,0x43410
b9bb204264825646e39aca4a2ec53a3f,64,3,True,0x24694,0x24154,0x247d4
b9d65ad1be4a399523442fa70a5c3c93,127,3,False,0x42fe0,0x44900,0x43060
b9f0a39e8009b3b979f60d9f89a1562b,69,2,False,0x6dd0,-,0x6f10
b9ffba4ca303155dfd03484907c175f1,399,1,False,-,0x1340,-
ba0fb30b786129ec84988c73a054b60a,75,3,False,0x11954,0x10c44,0x11a94
ba31689eb93aec47e513953b29cd3d40,815,3,False,0x1a368,0x19724,0x1a4a8
ba5fe58edbc86224a5f72447ef0af15c,64,3,False,0x46ee0,0x48ab0,0x47050
bb29f2b90e82b929d1d9d58441580661,220,3,False,0x180c0,0x17668,0x18200
bb623dc488d6afcaa0d1c670f54cec21,25,1,False,-,0x2ad44,-
bb9bbd069ac6032017bc94a63fba91df,268,1,False,-,0x41c54,-
bbca7b5e794a2f74b13a7255dc539a5f,70,3,False,0x3e928,0x3c2c8,0x3ea68
bc0595f26bd062405d3446f53a82473f,22,3,False,0x334e8,0x32fa8,0x33628
bc20e81d3d110c8f50c859d5bc25ed18,31,3,False,0x21c,0x21c,0x21c
bc7e3c76f6a175c3472f5ee4d849d5ba,47,3,True,0x453f0,0x46e20,0x45470
bc8bdffa359d9ec99a60d83c30cfe9e3,72,3,False,0x42340,0x44090,0x42480
bc9455b734f13f2881b7d7dedf1a9355,521,1,False,-,0x1fec0,-
bd1a9e100d17d0285f27d0e5052d9ae8,284,3,False,0x2ae10,0x2a8d0,0x2af50
bd4a125aa1d1a5dafd57de829a9fae26,78,3,False,0x4a950,0x4cc60,0x4aac0
bd671063fb1c98d426dac5b90a306c89,203,3,False,0x3f6fc,0x4157c,0x3f83c
bdc4fb7d8231ef8e43410e90f05c614c,20,3,False,0xce3c,0xc09c,0xcf7c
be1411c2289551133afb2bfd2eec6278,332,3,False,0x365ec,0x360ac,0x3672c
be21557272702bcc8464b0e619c3929f,21,3,True,0x3a790,0x3a250,0x3a8d0
beb73a675fc42f5d6c454e92933f2a95,188,1,False,-,0x5d04,-
bf16887e3c8b538514701ad3f4df9677,36,3,False,0x52a50,0x53c10,0x52bc0
bf4cb753e04725ec3de121f9b31da074,41,3,True,0x29cd0,0x29790,0x29e10
bf8532ca20bfb8c3f85521abb4184e36,25,1,False,-,0xa4c,-
bffebd6b10de92bb68f2be362f79b7ac,46,2,False,0x634,-,0x63c
c150119764476f4259b634cc9c74927a,86,3,False,0x225f0,0x220b0,0x22730
c1a55b79b266cfd28f4bb105f07f388c,19,2,False,0x42ce0,-,0x42d60
c1db1ac7eedb506b7e91461cc48f9f56,118,2,False,0x8910,-,0x8a50
c26bc149aa5839e21adf6e1995df68f9,22,3,False,0x3ef0c,0x40d8c,0x3f04c
c32252ede4cc1d2e64d7951679cd881b,228,3,False,0x13438,0x12728,0x13578
c333df77942a36ceb6c4f5b2c449c59e,825,1,False,-,-,0x1f398
c350efa685efcd2c503d96685b64928b,243,3,True,0x52580,0x53740,0x526f0
c4ff98a1cfe2705cf813dd573427f7f1,298,3,False,0x1d9f4,0x1d4b4,0x1db34
c5261b7a33893bb67471ad237244945b,29,3,False,0x49cd0,0x4bd40,0x49e40
c569733e7dc36504b492584a9bbab35f,22,3,True,0x28b0c,0x285cc,0x28c4c
c5aa04cf874b8071bf583735ece3ffa1,67,3,False,0x29338,0x28df8,0x29478
c6a687dd4158c47091227ff7f9ce81a4,135,3,False,0x37908,0x36cb8,0x37a48
c6b939c07d3ebde2e46b9aa919b8d55f,51,1,False,-,0x1c3f0,-
c6fb4189b35c12fce771de1d583a5442,77,3,False,0x460e0,0x47d80,0x46250
c6fb8e9fac867e6e3f1c65688491efa0,14,1,False,-,0x492c,-
c7ac0ed8016327bf7f6e6d7bbaff875c,35,3,False,0x4c450,0x4e290,0x4c5c0
c7c825874e2f638bf943247e4e24811f,38,3,False,0x48f20,0x4aab0,0x49090
c7f4529b0cb86412d355b581db5f8d9b,64,3,False,0x32c18,0x326d8,0x32d58
c8285dc5507f0570a20eb5df5eb1cba7,76,2,False,0x6694,-,0x6824
c84112eff4e8b9fa1497046a3161bdfb,42,2,True,0x13bc,-,0x13c4
c847268a25c118a84b2a36d88a4c74f3,32,3,False,0xcc,0xcc,0xcc
c865b4c1c8013d34bd537b3ed247e105,369,2,False,0x3898,-,0x38bc
c871df7711a7d69ef235a401277e4ef7,118,2,False,0x1edc,-,0x1ec4
c909a07522aace2a2bb73d6cb6de7853,26,3,True,0x2bcd0,0x2b790,0x2be10
c960083d63e1a563626de71058763df5,19,3,False,0x4bd00,0x4dc20,0x4be70
c9e263769fae15e8d1a88c44ece81a5d,129,3,False,0x23fc8,0x23a88,0x24108
ca117912571c5f3ab54165597e7f4f50,53,3,True,0xd9f4,0xcce4,0xdb34
ca176f3eaf92368fd8860ec78549e0f9,233,3,False,0x2c338,0x2bdf8,0x2c478
ca37170bca327f3c92d74f9e2f46bfba,33,3,False,0x4b734,0x4d654,0x4b8a4
ca4a3ffe47c7322022eb5f315196beed,13,3,True,0x19494,0x18a98,0x195d4
ca690d13e790a8ffbac1b3f04271feef,70,3,True,0x2b8cc,0x2b38c,0x2ba0c
ca781a4f20ac9cbb41074ccd2fc8bafb,24,3,True,0x241d0,0x23c90,0x24310
ca9726f4cae47fd906a7d183c6a55b02,50,2,False,0x4f810,-,0x4f980
caa0816c62b402bdb1950a0335382d6a,103,1,False,-,0x4770,-
